id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
531;"Firebird Convertible";"2-deurs cabriolet";1995;1997;544;Firebird;21205
529;"Firebird Coupe";"3-deurs coupe";1990;1994;544;Firebird;19685
530;"Firebird Coupe";"3-deurs coupe";1994;1997;544;Firebird;20850
