id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1067;Fabia;"5-deurs hatchback";2000;2004;622;Fabia;23800
1077;Fabia;"5-deurs hatchback";2004;2007;622;Fabia;27725
1081;Fabia;"5-deurs hatchback";2007;2010;622;Fabia;51071
3324;Fabia;"5-deurs hatchback";2010;heden;622;Fabia;88667
1073;"Fabia Combi";"5-deurs stationwagon";2001;2004;622;Fabia;24817
1079;"Fabia Combi";"5-deurs stationwagon";2004;2008;622;Fabia;27735
2874;"Fabia Combi";"5-deurs stationwagon";2008;2010;622;Fabia;49990
3325;"Fabia Combi";"5-deurs stationwagon";2010;heden;622;Fabia;88689
1070;"Fabia Sedan";"4-deurs sedan";2001;2004;622;Fabia;24820
1075;"Fabia Sedan";"4-deurs sedan";2004;2006;622;Fabia;27739
