id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1097;Octavia;"5-deurs hatchback";1997;2000;626;Octavia;0
1101;Octavia;"5-deurs hatchback";2000;2004;626;Octavia;23812
1106;Octavia;"5-deurs hatchback";2004;2009;626;Octavia;27744
3071;Octavia;"5-deurs hatchback";2009;2013;626;Octavia;63021
3954;Octavia;"5-deurs hatchback";2013;heden;626;Octavia;141078
1099;"Octavia Combi";"5-deurs stationwagon";1998;2000;626;Octavia;0
1103;"Octavia Combi";"5-deurs stationwagon";2000;2008;626;Octavia;23816
1108;"Octavia Combi";"5-deurs stationwagon";2005;2009;626;Octavia;28899
3072;"Octavia Combi";"5-deurs stationwagon";2009;2013;626;Octavia;81720
3997;"Octavia Combi";"5-deurs stationwagon";2013;heden;626;Octavia;144413
