id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
2305;Compass;"5-deurs suv";2006;2011;307;Compass;34017
3513;Compass;"5-deurs suv";2011;2013;307;Compass;104704
4010;Compass;"5-deurs suv";2013;heden;307;Compass;151449
