id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
991;X3;"5-deurs suv";2004;2006;60;X3;26964
994;X3;"5-deurs suv";2006;2010;60;X3;31625
3398;X3;"5-deurs suv";2010;heden;60;X3;92231
