id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
971;7-serie;"3-deurs sedan";1979;1986;58;7-serie;0
974;7-serie;"4-deurs sedan";1979;1986;58;7-serie;0
976;7-serie;"4-deurs sedan";1982;1986;58;7-serie;0
978;7-serie;"4-deurs sedan";1986;1994;58;7-serie;19104
980;7-serie;"4-deurs sedan";1994;1998;58;7-serie;20637
983;7-serie;"4-deurs sedan";1998;2001;58;7-serie;22118
985;7-serie;"4-deurs sedan";2001;2005;58;7-serie;24120
987;7-serie;"4-deurs sedan";2005;2008;58;7-serie;27997
3032;7-serie;"4-deurs sedan";2008;2012;58;7-serie;60276
3855;7-serie;"4-deurs sedan";2012;heden;58;7-serie;128656
