id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1193;Justy;"3-deurs hatchback";1984;1989;646;Justy;0
1195;Justy;"5-deurs hatchback";1984;1989;646;Justy;0
1197;Justy;"3-deurs hatchback";1989;1996;646;Justy;19566
1199;Justy;"5-deurs hatchback";1989;1996;646;Justy;19570
1201;Justy;"3-deurs hatchback";1996;2003;646;Justy;21565
1203;Justy;"5-deurs hatchback";1997;2003;646;Justy;21963
2799;Justy;"5-deurs hatchback";2007;2011;646;Justy;49578
