id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1169;Impreza;"4-deurs sedan";1993;1997;645;Impreza;20533
1173;Impreza;"4-deurs sedan";1997;1998;645;Impreza;21954
1177;Impreza;"4-deurs sedan";1998;2000;645;Impreza;22544
1181;Impreza;"4-deurs sedan";2000;2003;645;Impreza;23827
1185;Impreza;"4-deurs sedan";2003;2005;645;Impreza;26623
1189;Impreza;"4-deurs sedan";2005;2007;645;Impreza;28946
2803;Impreza;"5-deurs hatchback";2007;2012;645;Impreza;46227
3378;Impreza;"4-deurs sedan";2010;heden;645;Impreza;91863
1171;"Impreza Plus";"5-deurs stationwagon";1993;1997;645;Impreza;20539
1175;"Impreza Plus";"5-deurs stationwagon";1997;1998;645;Impreza;21959
1179;"Impreza Plus";"5-deurs stationwagon";1998;2000;645;Impreza;22551
1183;"Impreza Plus";"5-deurs stationwagon";2000;2003;645;Impreza;23835
1187;"Impreza Plus";"5-deurs stationwagon";2003;2005;645;Impreza;26633
1191;"Impreza Plus";"5-deurs stationwagon";2005;2007;645;Impreza;28964
