id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
2034;CrossPolo;"5-deurs hatchback";2006;2009;728;Polo;29551
3353;CrossPolo;"5-deurs hatchback";2010;heden;728;Polo;91419
1970;Polo;"3-deurs hatchback";1975;1981;728;Polo;61880
1972;Polo;"3-deurs hatchback";1981;1990;728;Polo;61883
1974;Polo;"2-deurs sedan";1982;1990;728;Polo;61896
1981;Polo;"2-deurs sedan";1990;1991;728;Polo;19733
1987;Polo;"3-deurs hatchback";1990;1994;728;Polo;61887
1990;Polo;"3-deurs hatchback";1994;1999;728;Polo;20916
1997;Polo;"5-deurs hatchback";1994;1999;728;Polo;20920
2010;Polo;"3-deurs hatchback";1999;2001;728;Polo;23233
2013;Polo;"5-deurs hatchback";1999;2001;728;Polo;23237
2024;Polo;"5-deurs hatchback";2001;2005;728;Polo;24871
2020;Polo;"3-deurs hatchback";2001;2005;728;Polo;24864
2029;Polo;"3-deurs hatchback";2005;2009;728;Polo;29128
2031;Polo;"5-deurs hatchback";2005;2009;728;Polo;29140
3143;Polo;"5-deurs hatchback";2009;heden;728;Polo;70195
3142;Polo;"3-deurs hatchback";2009;heden;728;Polo;73780
1976;"Polo Coupe";"3-deurs hatchback";1984;1990;728;Polo;61885
2787;"Polo Coupe";"3-deurs hatchback";1990;1994;728;Polo;19737
2026;"Polo Fun";"5-deurs hatchback";2004;2005;728;Polo;27852
2002;"Polo Sedan";"4-deurs sedan";1996;1999;728;Polo;21639
2006;"Polo Variant";"5-deurs stationwagon";1997;2000;728;Polo;22031
2016;"Polo Variant";"5-deurs stationwagon";2000;2001;728;Polo;23953
