id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
2064;CrossTouran;"5-deurs mpv";2007;2010;733;Touran;37147
3438;CrossTouran;"5-deurs mpv";2010;2013;733;Touran;108494
2055;Touran;"5-deurs mpv";2003;2006;733;Touran;29863
2061;Touran;"5-deurs mpv";2006;2010;733;Touran;35263
3386;Touran;"5-deurs mpv";2010;heden;733;Touran;88995
3806;"Touran Van";"5-deurs bestelwagen";2010;heden;733;Touran;126592
