id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1932;Passat;"5-deurs hatchback";1980;1981;726;Passat;61986
1936;Passat;"3-deurs hatchback";1981;1985;726;Passat;0
1938;Passat;"5-deurs hatchback";1981;1985;726;Passat;61986
1944;Passat;"5-deurs hatchback";1985;1988;726;Passat;61985
1942;Passat;"4-deurs sedan";1985;1988;726;Passat;0
1948;Passat;"4-deurs sedan";1988;1993;726;Passat;20372
1952;Passat;"4-deurs sedan";1993;1996;726;Passat;20555
1956;Passat;"4-deurs sedan";1996;2000;726;Passat;21629
1960;Passat;"4-deurs sedan";2000;2005;726;Passat;23924
1964;Passat;"4-deurs sedan";2005;2010;726;Passat;29106
3455;Passat;"4-deurs sedan";2010;heden;726;Passat;96406
3672;"Passat Alltrack";"5-deurs stationwagon";2012;heden;726;Passat;123502
2967;"Passat CC";"4-deurs sedan";2008;2012;726;Passat;91366
1934;"Passat Variant";"5-deurs stationwagon";1980;1981;726;Passat;61956
1940;"Passat Variant";"5-deurs stationwagon";1981;1985;726;Passat;61956
1946;"Passat Variant";"5-deurs stationwagon";1985;1988;726;Passat;0
3099;"Passat Variant";"5-deurs hatchback";1985;1988;726;Passat;0
1950;"Passat Variant";"5-deurs stationwagon";1988;1993;726;Passat;19402
1954;"Passat Variant";"5-deurs stationwagon";1993;1997;726;Passat;20563
1958;"Passat Variant";"5-deurs stationwagon";1997;2000;726;Passat;22023
1962;"Passat Variant";"5-deurs stationwagon";2000;2005;726;Passat;23934
1966;"Passat Variant";"5-deurs stationwagon";2005;2010;726;Passat;29119
3456;"Passat Variant";"5-deurs stationwagon";2010;heden;726;Passat;96416
