id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1999;Accord;"3-deurs hatchback";1977;1981;259;Accord;0
2000;Accord;"4-deurs sedan";1977;1981;259;Accord;0
2001;Accord;"3-deurs hatchback";1981;1983;259;Accord;0
2003;Accord;"4-deurs sedan";1981;1983;259;Accord;0
2005;Accord;"4-deurs sedan";1983;1985;259;Accord;0
2004;Accord;"3-deurs hatchback";1983;1985;259;Accord;0
2008;Accord;"4-deurs sedan";1985;1989;259;Accord;0
2009;Accord;"4-deurs sedan";1989;1993;259;Accord;19473
2011;Accord;"4-deurs sedan";1993;1996;259;Accord;20359
2017;Accord;"4-deurs sedan";1996;1998;259;Accord;21346
2018;Accord;"4-deurs sedan";1998;2001;259;Accord;22268
2019;Accord;"5-deurs hatchback";1999;2001;259;Accord;22825
2023;Accord;"5-deurs hatchback";2001;2003;259;Accord;24281
2022;Accord;"4-deurs sedan";2001;2003;259;Accord;24277
2025;Accord;"4-deurs sedan";2003;2005;259;Accord;26024
2028;Accord;"4-deurs sedan";2005;2008;259;Accord;28186
2968;Accord;"4-deurs sedan";2008;2011;259;Accord;61066
3531;Accord;"4-deurs sedan";2011;heden;259;Accord;104952
2007;"Accord Aero Deck";"3-deurs hatchback";1985;1989;259;Accord;0
2012;"Accord Aerodeck";"5-deurs stationwagon";1993;1994;259;Accord;20363
2014;"Accord Coupe";"2-deurs coupe";1994;1996;259;Accord;20733
2015;"Accord Coupe";"2-deurs coupe";1996;1996;259;Accord;21350
2021;"Accord Coupe";"2-deurs coupe";2000;2003;259;Accord;23478
2027;"Accord Tourer";"5-deurs stationwagon";2003;2005;259;Accord;26035
2030;"Accord Tourer";"5-deurs stationwagon";2005;2008;259;Accord;28190
2970;"Accord Tourer";"5-deurs stationwagon";2008;2011;259;Accord;61084
3533;"Accord Tourer";"5-deurs stationwagon";2011;heden;259;Accord;104959
