id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
2094;FR-V;"5-deurs mpv";2004;2007;265;FR-V;27233
2096;FR-V;"5-deurs mpv";2007;2010;265;FR-V;85124
