id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
2033;Civic;"3-deurs hatchback";1979;1982;261;Civic;0
2035;Civic;"5-deurs hatchback";1979;1982;261;Civic;0
2038;Civic;"3-deurs hatchback";1982;1983;261;Civic;0
2039;Civic;"5-deurs hatchback";1982;1983;261;Civic;0
2042;Civic;"3-deurs hatchback";1983;1987;261;Civic;61279
2050;Civic;"4-deurs sedan";1987;1991;261;Civic;61275
2048;Civic;"3-deurs hatchback";1987;1991;261;Civic;61280
2057;Civic;"4-deurs sedan";1991;1996;261;Civic;19839
2056;Civic;"3-deurs hatchback";1991;1996;261;Civic;19836
2059;Civic;"3-deurs hatchback";1995;2001;261;Civic;21085
2060;Civic;"5-deurs hatchback";1995;1997;261;Civic;21089
2063;Civic;"4-deurs sedan";1996;2001;261;Civic;21352
2065;Civic;"5-deurs hatchback";1997;2001;261;Civic;21754
2073;Civic;"5-deurs hatchback";2001;2003;261;Civic;24301
2071;Civic;"3-deurs hatchback";2001;2003;261;Civic;24285
2076;Civic;"3-deurs hatchback";2003;2005;261;Civic;26043
2077;Civic;"5-deurs hatchback";2003;2005;261;Civic;26062
2079;Civic;"4-deurs sedan";2004;2005;261;Civic;27215
2081;Civic;"5-deurs hatchback";2005;2008;261;Civic;28193
2082;Civic;"4-deurs sedan";2006;2008;261;Civic;18113
3073;Civic;"4-deurs sedan";2008;2012;261;Civic;59468
3074;Civic;"5-deurs hatchback";2008;2012;261;Civic;59479
3614;Civic;"5-deurs hatchback";2012;heden;261;Civic;120579
2067;"Civic Aero Deck";"5-deurs stationwagon";1998;2001;261;Civic;22272
2037;"Civic Combi";"5-deurs stationwagon";1979;1982;261;Civic;0
2040;"Civic Combi";"5-deurs stationwagon";1982;1983;261;Civic;0
2058;"Civic Coupe";"2-deurs coupe";1994;1996;261;Civic;20736
2062;"Civic Coupe";"2-deurs coupe";1996;2001;261;Civic;21355
2069;"Civic Coupe";"2-deurs coupe";2001;2003;261;Civic;24309
2075;"Civic Coupe";"2-deurs coupe";2003;2005;261;Civic;0
2044;"Civic CRX Coupe";"3-deurs coupe";1983;1986;261;Civic;0
2054;"Civic CRX Coupe";"3-deurs coupe";1988;1993;261;Civic;19310
2046;"Civic Shuttle";"5-deurs mpv";1983;1987;261;Civic;0
2052;"Civic Shuttle";"5-deurs mpv";1987;1993;261;Civic;19202
4083;"Civic Tourer";"5-deurs stationwagon";2014;heden;261;Civic;153761
2084;"Civic Type S";"3-deurs hatchback";2007;2008;261;Civic;39186
3075;"Civic Type S";"3-deurs hatchback";2008;2011;261;Civic;59474
