id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
144;"Plus 4";"2-deurs cabriolet";1988;1999;461;"Plus 4";0
145;"Plus 4";"2-deurs cabriolet";2005;heden;461;"Plus 4";30923
