id;pikk_mudel;kytus;kaigukast;alates;kuni
75750;"Q60 GT Coupe";B;A7;2013;heden
75751;"Q60 S Coupe";B;A7;2013;heden
75752;"Q60 S Premium Coupe";B;A7;2013;heden
75752;"Q60 S Premium Coupe";B;A7;2013;heden
