id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
478;307;"3-deurs hatchback";2001;2005;529;307;24639
479;307;"5-deurs hatchback";2001;2005;529;307;24647
485;307;"5-deurs hatchback";2005;2007;529;307;28690
484;307;"3-deurs hatchback";2005;2007;529;307;28687
480;"307 Break";"5-deurs stationwagon";2002;2005;529;307;25434
486;"307 Break";"5-deurs stationwagon";2005;2009;529;307;37418
482;"307 CC";"2-deurs cabriolet";2003;2005;529;307;26464
483;"307 CC";"2-deurs cabriolet";2005;2009;529;307;28699
481;"307 SW";"5-deurs mpv";2002;2005;529;307;25442
487;"307 SW";"5-deurs mpv";2005;2008;529;307;28708
