id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1595;Croma;"5-deurs hatchback";1986;1991;206;Croma;51135
1597;Croma;"5-deurs hatchback";1991;1996;206;Croma;19823
1599;Croma;"5-deurs hatchback";2005;2008;206;Croma;28141
2862;Croma;"5-deurs hatchback";2008;2011;206;Croma;49943
