id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1629;Panda;"3-deurs hatchback";1981;1986;213;Panda;51141
1630;Panda;"3-deurs hatchback";1986;2003;213;Panda;19120
1632;Panda;"5-deurs hatchback";2003;2012;213;Panda;25939
3605;Panda;"5-deurs hatchback";2011;heden;213;Panda;117833
3648;"Panda Classic";"5-deurs hatchback";2012;2012;213;Panda;121476
