id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1030;SRX;"5-deurs suv";2004;2009;72;SRX;26974
3428;SRX;"5-deurs suv";2010;heden;72;SRX;95852
