id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
2401;HPE;"3-deurs coupe";1976;1983;344;HPE;0
2402;HPE;"3-deurs coupe";1983;1985;344;HPE;0
