id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
2414;Thema;"4-deurs sedan";1985;1989;351;Thema;0
2415;Thema;"4-deurs sedan";1989;1992;351;Thema;19866
2418;Thema;"4-deurs sedan";1992;1995;351;Thema;20134
3598;Thema;"4-deurs sedan";2011;2014;351;Thema;118173
2416;"Thema Pininfarina";"5-deurs stationwagon";1989;1989;351;Thema;0
2417;"Thema Pininfarina";"5-deurs stationwagon";1991;1992;351;Thema;19869
2419;"Thema Station Wagon";"5-deurs stationwagon";1993;1994;351;Thema;20423
