id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
2391;Delta;"5-deurs hatchback";1980;1983;342;Delta;18983
2392;Delta;"5-deurs hatchback";1983;1993;342;Delta;18983
2393;Delta;"5-deurs hatchback";1993;1996;342;Delta;20419
2396;Delta;"5-deurs hatchback";1996;1998;342;Delta;20419
2398;Delta;"5-deurs hatchback";1998;2000;342;Delta;0
3007;Delta;"5-deurs hatchback";2008;2011;342;Delta;56460
3525;Delta;"5-deurs hatchback";2011;heden;342;Delta;100186
2394;"Delta HPE";"3-deurs hatchback";1995;1996;342;Delta;21117
2395;"Delta HPE";"3-deurs hatchback";1996;1998;342;Delta;21117
2397;"Delta HPE";"3-deurs hatchback";1998;2000;342;Delta;0
