id;Mudel
312;Carens
313;Carnival
314;Ceed
315;Cerato
316;Clarus
317;Joice
318;Magentis
319;Mentor
320;Opirus
940;Optima
321;Picanto
322;Pride
323;Rio
324;Sephia
325;Shuma
326;Sorento
819;Soul
327;Sportage
850;Venga
