id;Mudel
95;300C
96;300M
97;Crossfire
98;Daytona
99;ES
790;"Grand Voyager"
100;GS
101;GTS
102;"Le Baron"
103;Neon
104;"New Yorker"
105;"PT Cruiser"
106;Saratoga
107;Sebring
108;Stratus
109;Viper
110;Vision
111;Voyager
