id;Mudel
987;Adam
496;Agila
913;Ampera
497;Antara
498;Ascona
499;Astra
500;Calibra
994;Cascada
938;Combo
501;Commodore
502;Corsa
503;Frontera
504;GT
810;Insignia
505;Kadett
506;Manta
507;Meriva
984;Mokka
508;Monterey
509;Monza
963;Movano
510;Omega
511;Rekord
512;Senator
513;Signum
514;Sintra
515;Speedster
516;Tigra
517;Tour
518;Vectra
950;Vivaro
519;Zafira
