id;Mudel
195;126
196;127
197;131
198;132
776;500
981;500L
199;600
200;Argenta
201;Barchetta
202;Brava
203;Bravo
204;Cinquecento
205;Coupe
206;Croma
207;Doblo
966;Ducato
946;Fiorino
209;Idea
210;Marea
211;Multipla
212;Palio
213;Panda
214;Punto
814;Qubo
215;Regata
216;Ritmo
959;Scudo
217;Sedici
218;Seicento
219;Stilo
949;Strada
220;Tempra
221;Tipo
222;Ulysse
223;Uno
224;"X 1/9"
