id;Mudel
735;240
736;244/245
737;264/265
738;340
739;343/345
740;360
741;440
742;460
743;480
744;66
745;740
746;760
747;780
748;850
749;940
750;960
751;C30
752;C70
753;S40
754;S60
755;S70
756;S80
757;S90
758;V40
759;V50
892;V60
760;V70
761;V90
792;XC60
762;XC70
763;XC90
