id;Mudel
466;"100 NX"
467;"200 SX"
468;"300 ZX"
469;350Z
833;370Z
470;Almera
471;"Almera Tino"
472;Bluebird
473;Cherry
853;Cube
937;Evalia
820;GT-R
889;Juke
474;Laurel
898;Leaf
475;Maxima
476;"Maxima QX"
477;Micra
478;Murano
479;Navara
480;Note
968;NV200
976;NV400
481;Pathfinder
482;Patrol
840;Pixo
483;Prairie
969;Primastar
484;Primera
485;Qashqai
486;Serena
487;Silvia
488;Stanza
489;Sunny
490;Terrano
491;"Terrano II"
492;X-Trail
