id;Mudel
279;Accent
280;Atos
281;Coupe
282;Elantra
283;Excel
902;Genesis
284;Getz
285;Grandeur
967;H300
784;i10
816;i20
286;i30
915;i40
900;ix20
869;ix35
287;Lantra
288;Matrix
289;Pony
290;"Santa Fe"
291;Satellite
292;Scoupe
293;Sonata
294;Stellar
295;Terracan
296;Trajet
297;Tucson
911;Veloster
298;XG
