id;Mudel
557;11
558;14
559;18
560;19
561;20
562;21
563;25
564;30
565;4
566;5
567;9
568;Alpine
569;"Alpine A310"
570;"Alpine A610"
571;Avantime
1000;Captur
572;Clio
573;Espace
927;Fluence
574;Fuego
575;Kangoo
799;Koleos
576;Laguna
961;Master
577;Megane
578;Modus
579;Nevada
580;Safrane
581;Scenic
582;"Sport Spider"
951;Trafic
583;Twingo
983;Twizy
584;"Vel Satis"
886;Wind
999;Zoe
