id;Mudel
112;2CV
113;AX
114;Axel
115;Berlingo
116;BX
770;C-Crosser
896;C-Zero
117;C1
118;C2
119;C3
830;"C3 Picasso"
120;C4
957;"C4 Aircross"
121;"C4 Picasso"
122;C5
123;C6
124;C8
125;CX
852;DS3
910;DS4
922;DS5
126;Dyane
127;Evasion
128;GSA
965;Jumper
955;Jumpy
129;LNA
842;Nemo
130;Saxo
131;Visa
132;Xantia
133;XM
134;Xsara
135;"Xsara Picasso"
136;ZX
