id;Mudel
384;121
385;2
386;3
387;323
388;5
389;6
390;626
391;929
929;CX-5
392;CX-7
839;CX-9
393;Demio
394;MPV
395;MX-3
396;MX-5
397;MX-6
398;Premacy
399;RX-7
400;RX-8
401;Tribute
402;"Xedos 6"
403;"Xedos 9"
