id;Mudel
978;B-MAX
225;C-MAX
226;Capri
227;Cougar
228;Escort
821;Expedition
822;Explorer
229;Fiesta
230;Focus
231;"Focus C-MAX"
232;Fusion
233;Galaxy
234;Granada
235;Ka
796;Kuga
236;Maverick
237;Mondeo
823;Mustang
238;Orion
239;Probe
240;Puma
947;Ranger
241;S-MAX
242;Scorpio
243;Sierra
244;Taunus
824;Taurus
825;Thunderbird
245;Tourneo
956;Transit
948;"Transit Connect"
826;Windstar
