id;Mudel
75;Alero
76;Aveo
77;Beretta
78;Blazer
79;Camaro
80;Caprice
81;Captiva
82;Corsica
83;Corvette
835;Cruze
84;Epica
85;Evanda
773;HHR
86;Kalos
87;Lacetti
88;Lumina
89;Matiz
90;Nubira
905;Orlando
868;Spark
91;Tacuma
92;Tahoe
93;TrailBlazer
94;"Trans Sport"
995;Trax
930;Volt
