id;Mudel
977;BRZ
642;E-Wagon
643;Forester
644;"G3X Justy"
645;Impreza
646;Justy
647;L-serie
648;Legacy
651;"Mini Jumbo"
845;Outback
652;SVX
909;Trezia
641;Tribeca
653;Vivio
932;WRX
933;XV
