id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
725;200;"4-deurs sedan";1980;1982;29;200;0
727;200;"4-deurs sedan";1984;1991;29;200;0
729;"200 Avant";"4-deurs sedan";1985;1991;29;200;0
731;"200 Avant";"5-deurs stationwagon";1985;1991;29;200;0
