id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
2604;Premacy;"5-deurs mpv";1999;2001;398;Premacy;22951
2605;Premacy;"5-deurs mpv";2001;2005;398;Premacy;24456
