id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
2510;3;"5-deurs hatchback";2006;2009;386;3;32443
3117;3;"5-deurs hatchback";2009;2011;386;3;78455
3619;3;"5-deurs hatchback";2011;2013;386;3;118498
4022;3;"5-deurs hatchback";2013;heden;386;3;153480
2507;"3 Sedan";"4-deurs sedan";2003;2006;386;3;26241
2509;"3 Sedan";"4-deurs sedan";2006;2009;386;3;32454
3118;"3 Sedan";"4-deurs sedan";2009;2011;386;3;78438
3620;"3 Sedan";"4-deurs sedan";2011;2013;386;3;115021
4037;"3 Sedan";"4-deurs sedan";2013;heden;386;3;153509
2508;"3 Sport";"5-deurs hatchback";2003;2006;386;3;26248
