id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
123;"Pajero Pinin";"3-deurs suv";2000;2004;449;"Pajero Pinin";23643
124;"Pajero Pinin Long Body";"5-deurs suv";2001;2005;449;"Pajero Pinin";24596
