id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
69;Colt;"5-deurs hatchback";1979;1984;438;Colt;0
70;Colt;"3-deurs hatchback";1984;1985;438;Colt;0
71;Colt;"5-deurs hatchback";1984;1986;438;Colt;0
72;Colt;"3-deurs hatchback";1986;1986;438;Colt;0
73;Colt;"3-deurs hatchback";1988;1992;438;Colt;19331
74;Colt;"3-deurs hatchback";1992;1996;438;Colt;20155
75;Colt;"3-deurs hatchback";1996;2004;438;Colt;21440
76;Colt;"5-deurs hatchback";2004;2007;438;Colt;27540
77;"Colt CZ3";"3-deurs hatchback";2005;2007;438;Colt;28453
2695;"Colt CZ3";"3-deurs hatchback";2007;2008;438;Colt;49518
3054;"Colt CZ3";"3-deurs hatchback";2008;2012;438;Colt;59484
2697;"Colt CZ5";"5-deurs hatchback";2007;2008;438;Colt;43506
3055;"Colt CZ5";"5-deurs hatchback";2008;heden;438;Colt;59486
78;"Colt CZC";"2-deurs cabriolet";2006;2007;438;Colt;30572
2852;"Colt CZC";"2-deurs cabriolet";2007;2009;438;Colt;49537
