id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
92;Lancer;"4-deurs sedan";1979;1984;443;Lancer;0
93;Lancer;"4-deurs sedan";1984;1988;443;Lancer;0
95;Lancer;"4-deurs sedan";1988;1993;443;Lancer;19337
96;Lancer;"5-deurs hatchback";1989;1993;443;Lancer;19494
99;Lancer;"5-deurs hatchback";1993;1995;443;Lancer;20471
100;Lancer;"4-deurs sedan";1994;1996;443;Lancer;20783
101;Lancer;"4-deurs sedan";1996;2001;443;Lancer;21451
102;Lancer;"4-deurs sedan";2003;2005;443;Lancer;26322
2851;Lancer;"4-deurs sedan";2007;2011;443;Lancer;49291
3043;"Lancer Sportback";"5-deurs hatchback";2008;heden;443;Lancer;56835
94;"Lancer Wagon";"5-deurs stationwagon";1985;1989;443;Lancer;0
97;"Lancer Wagon";"5-deurs stationwagon";1989;1992;443;Lancer;19496
98;"Lancer Wagon";"5-deurs stationwagon";1992;2001;443;Lancer;20168
2912;"Lancer Wagon";"5-deurs stationwagon";2003;2005;443;Lancer;26333
103;"Lancer Wagon";"4-deurs sedan";2005;heden;443;Lancer;28461
2914;"Lancer Wagon";"5-deurs stationwagon";2005;2009;443;Lancer;28461
