Nimi;URL
100;17-100
200;18-200
5000;891-5000
80;15-80
90;16-90
A1;1188-A1
A2;19-A2
A2 3L;1063-A2 3L
A3;20-A3
A4;21-A4
A5;1005-A5
A6;22-A6
A7;1231-A7
A8;23-A8
Cabriolet;562-Cabriolet
Coupe;834-Coupe
DKW F102;836-DKW F102
NSU Ro 80;892-NSU Ro 80
Q3;1235-Q3
Q5;1119-Q5
Q7;936-Q7
Quattro;835-Quattro
TT;24-TT
V8;529-V8
