id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
2293;XK;"2-deurs coupe";1996;2002;304;XK;21376
2295;XK;"2-deurs coupe";2002;2006;304;XK;25085
2297;XK;"2-deurs coupe";2006;2009;304;XK;29325
3091;XK;"2-deurs coupe";2009;2011;304;XK;29325
2294;"XK Convertible";"2-deurs cabriolet";1996;2002;304;XK;21380
2296;"XK Convertible";"2-deurs cabriolet";2002;2006;304;XK;25095
2298;"XK Convertible";"2-deurs cabriolet";2006;2009;304;XK;29337
3092;"XK Convertible";"2-deurs cabriolet";2009;2011;304;XK;29337
3554;"XK Convertible";"2-deurs cabriolet";2011;heden;304;XK;114419
3555;"XK Coupe";"2-deurs coupe";2011;heden;304;XK;114413
