id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1918;Scorpio;"5-deurs hatchback";1985;1990;242;Scorpio;19069
1920;Scorpio;"5-deurs stationwagon";1985;1990;242;Scorpio;19069
1922;Scorpio;"4-deurs sedan";1990;1992;242;Scorpio;19618
1924;Scorpio;"5-deurs hatchback";1990;1992;242;Scorpio;19069
1926;Scorpio;"5-deurs stationwagon";1990;1992;242;Scorpio;19069
1931;Scorpio;"5-deurs hatchback";1992;1994;242;Scorpio;20113
1928;Scorpio;"4-deurs sedan";1992;1994;242;Scorpio;20109
1935;Scorpio;"4-deurs sedan";1994;1997;242;Scorpio;20725
1939;Scorpio;"4-deurs sedan";1997;1998;242;Scorpio;51010
1933;"Scorpio Wagon";"5-deurs stationwagon";1992;1994;242;Scorpio;20116
1937;"Scorpio Wagon";"5-deurs stationwagon";1994;1997;242;Scorpio;20730
1941;"Scorpio Wagon";"5-deurs stationwagon";1997;1998;242;Scorpio;51012
