id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1833;Fusion;"5-deurs mpv";2002;2005;232;Fusion;25033
1835;Fusion;"5-deurs mpv";2005;2012;232;Fusion;51004
