id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1770;Fiesta;"3-deurs hatchback";1976;1983;229;Fiesta;0
1772;Fiesta;"3-deurs hatchback";1983;1986;229;Fiesta;0
1774;Fiesta;"3-deurs hatchback";1986;1989;229;Fiesta;0
1776;Fiesta;"3-deurs hatchback";1989;1994;229;Fiesta;19467
1778;Fiesta;"5-deurs hatchback";1989;1994;229;Fiesta;19469
1782;Fiesta;"5-deurs hatchback";1994;1995;229;Fiesta;20715
1780;Fiesta;"3-deurs hatchback";1994;1995;229;Fiesta;20711
2732;Fiesta;"5-deurs hatchback";1995;1999;229;Fiesta;21079
2731;Fiesta;"3-deurs hatchback";1995;1999;229;Fiesta;21075
1790;Fiesta;"5-deurs hatchback";1999;2002;229;Fiesta;22814
1788;Fiesta;"3-deurs hatchback";1999;2002;229;Fiesta;22811
1792;Fiesta;"5-deurs hatchback";2002;2005;229;Fiesta;25025
1794;Fiesta;"3-deurs hatchback";2003;2005;229;Fiesta;25989
1797;Fiesta;"3-deurs hatchback";2005;2008;229;Fiesta;28168
1800;Fiesta;"5-deurs hatchback";2005;2008;229;Fiesta;28170
3020;Fiesta;"5-deurs hatchback";2008;2012;229;Fiesta;56463
3019;Fiesta;"3-deurs hatchback";2008;2012;229;Fiesta;59817
3897;Fiesta;"3-deurs hatchback";2012;heden;229;Fiesta;139413
3898;Fiesta;"5-deurs hatchback";2012;heden;229;Fiesta;139414
1784;"Fiesta Classic";"3-deurs hatchback";1995;1996;229;Fiesta;20711
1786;"Fiesta Classic";"5-deurs hatchback";1995;1996;229;Fiesta;20715
