id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1868;Mondeo;"4-deurs sedan";1993;1996;237;Mondeo;20347
1870;Mondeo;"5-deurs hatchback";1993;1996;237;Mondeo;20351
1874;Mondeo;"4-deurs sedan";1996;2000;237;Mondeo;21334
1876;Mondeo;"5-deurs hatchback";1996;2000;237;Mondeo;21338
1880;Mondeo;"4-deurs sedan";2000;2003;237;Mondeo;23445
1882;Mondeo;"5-deurs hatchback";2000;2003;237;Mondeo;23459
1888;Mondeo;"5-deurs hatchback";2003;2005;237;Mondeo;26017
1886;Mondeo;"4-deurs sedan";2003;2005;237;Mondeo;26013
1894;Mondeo;"5-deurs hatchback";2005;2007;237;Mondeo;30188
1892;Mondeo;"4-deurs sedan";2005;2007;237;Mondeo;30212
1900;Mondeo;"5-deurs hatchback";2007;2010;237;Mondeo;39528
1898;Mondeo;"4-deurs sedan";2007;2010;237;Mondeo;39531
3417;Mondeo;"5-deurs hatchback";2010;heden;237;Mondeo;115620
3416;Mondeo;"4-deurs sedan";2010;heden;237;Mondeo;115609
1872;"Mondeo Wagon";"5-deurs stationwagon";1993;1996;237;Mondeo;20355
1878;"Mondeo Wagon";"5-deurs stationwagon";1996;2000;237;Mondeo;21341
1884;"Mondeo Wagon";"5-deurs stationwagon";2000;2003;237;Mondeo;23468
1890;"Mondeo Wagon";"5-deurs stationwagon";2003;2005;237;Mondeo;26022
1896;"Mondeo Wagon";"5-deurs stationwagon";2005;2007;237;Mondeo;30196
1902;"Mondeo Wagon";"5-deurs stationwagon";2007;2010;237;Mondeo;42404
3418;"Mondeo Wagon";"5-deurs stationwagon";2010;heden;237;Mondeo;115612
