id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
3733;"Transit Connect";"3-deurs bestelwagen";2008;2013;948;"Transit Connect";125718
4029;"Transit Connect";"3-deurs bestelwagen";2013;heden;948;"Transit Connect";152600
