id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1802;Focus;"3-deurs hatchback";1998;2001;230;Focus;22249
1804;Focus;"5-deurs hatchback";1998;2001;230;Focus;22253
1806;Focus;"4-deurs sedan";1999;2001;230;Focus;22819
1810;Focus;"3-deurs hatchback";2001;2005;230;Focus;24247
1812;Focus;"4-deurs sedan";2001;2005;230;Focus;24255
1814;Focus;"5-deurs hatchback";2001;2005;230;Focus;24257
1820;Focus;"5-deurs hatchback";2004;2008;230;Focus;27206
1818;Focus;"3-deurs hatchback";2004;2008;230;Focus;27183
1822;Focus;"4-deurs sedan";2005;2008;230;Focus;28171
2885;Focus;"4-deurs sedan";2008;2010;230;Focus;84762
2883;Focus;"3-deurs hatchback";2008;2010;230;Focus;48485
2887;Focus;"5-deurs hatchback";2008;2011;230;Focus;48482
3491;Focus;"5-deurs hatchback";2011;heden;230;Focus;95119
3490;Focus;"4-deurs sedan";2011;heden;230;Focus;95109
1826;"Focus Coupe-Cabriolet";"2-deurs cabriolet";2007;2008;230;Focus;51008
2952;"Focus Coupe-Cabriolet";"2-deurs cabriolet";2008;2011;230;Focus;85869
1808;"Focus Wagon";"5-deurs stationwagon";1999;2001;230;Focus;22822
1816;"Focus Wagon";"5-deurs stationwagon";2001;2005;230;Focus;24271
1824;"Focus Wagon";"5-deurs stationwagon";2005;2008;230;Focus;28178
2889;"Focus Wagon";"5-deurs stationwagon";2008;2011;230;Focus;47976
3492;"Focus Wagon";"5-deurs stationwagon";2011;heden;230;Focus;95123
