id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
535;911;"2-deurs coupe";1977;1984;547;911;0
3187;"911 Cabriolet";"2-deurs cabriolet";1982;1984;547;911;0
537;"911 Cabriolet";"2-deurs cabriolet";1984;1989;547;911;18993
540;"911 Cabriolet";"2-deurs cabriolet";1989;1993;547;911;19543
542;"911 Cabriolet";"2-deurs cabriolet";1994;1997;547;911;20852
545;"911 Cabriolet";"2-deurs cabriolet";1998;2001;547;911;22492
548;"911 Cabriolet";"2-deurs cabriolet";2001;2006;547;911;24669
550;"911 Cabriolet";"2-deurs cabriolet";2005;2010;547;911;28741
3010;"911 Cabriolet";"2-deurs cabriolet";2008;2013;547;911;70494
3634;"911 Cabriolet";"2-deurs cabriolet";2012;heden;547;911;119110
536;"911 Coupe";"2-deurs coupe";1984;1989;547;911;0
538;"911 Coupe";"2-deurs coupe";1988;1993;547;911;19540
541;"911 Coupe";"2-deurs coupe";1993;1998;547;911;159578
544;"911 Coupe";"2-deurs coupe";1997;2001;547;911;21919
546;"911 Coupe";"2-deurs coupe";2000;2006;547;911;24661
549;"911 Coupe";"2-deurs coupe";2004;2010;547;911;27658
3011;"911 Coupe";"2-deurs coupe";2008;2013;547;911;70474
3603;"911 Coupe";"2-deurs coupe";2011;heden;547;911;115329
2752;"911 Targa";"2-deurs coupe";1984;1989;547;911;0
539;"911 Targa";"2-deurs coupe";1989;1993;547;911;19548
543;"911 Targa";"2-deurs coupe";1995;1997;547;911;159581
547;"911 Targa";"2-deurs coupe";2001;2005;547;911;24712
