id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
253;Sunny;"2-deurs sedan";1982;1986;489;Sunny;0
255;Sunny;"4-deurs sedan";1982;1985;489;Sunny;0
257;Sunny;"3-deurs hatchback";1986;1991;489;Sunny;0
259;Sunny;"4-deurs sedan";1986;1991;489;Sunny;0
260;Sunny;"5-deurs hatchback";1986;1991;489;Sunny;0
264;Sunny;"5-deurs hatchback";1991;1993;489;Sunny;19936
263;Sunny;"4-deurs sedan";1991;1993;489;Sunny;19931
262;Sunny;"3-deurs hatchback";1991;1993;489;Sunny;19920
266;Sunny;"3-deurs hatchback";1993;1995;489;Sunny;0
268;Sunny;"5-deurs hatchback";1993;1995;489;Sunny;0
267;Sunny;"4-deurs sedan";1993;1995;489;Sunny;0
256;"Sunny Combi";"5-deurs sedan";1983;1986;489;Sunny;0
254;"Sunny Coupe";"3-deurs coupe";1982;1986;489;Sunny;0
258;"Sunny Coupe";"3-deurs coupe";1986;1991;489;Sunny;0
261;"Sunny Florida";"5-deurs stationwagon";1986;1991;489;Sunny;0
2750;"Sunny Wagon";"5-deurs stationwagon";1986;1989;489;Sunny;0
265;"Sunny Wagon";"5-deurs stationwagon";1991;1993;489;Sunny;19943
269;"Sunny Wagon";"5-deurs stationwagon";1993;1996;489;Sunny;0
270;"Sunny Wagon";"5-deurs stationwagon";1997;2001;489;Sunny;0
