id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
162;Almera;"3-deurs hatchback";1995;1998;470;Almera;21161
163;Almera;"4-deurs sedan";1995;1998;470;Almera;21165
164;Almera;"5-deurs hatchback";1995;1998;470;Almera;21168
165;Almera;"3-deurs hatchback";1998;2000;470;Almera;22372
166;Almera;"4-deurs sedan";1998;2000;470;Almera;22374
167;Almera;"5-deurs hatchback";1998;2000;470;Almera;22375
170;Almera;"5-deurs hatchback";2000;2002;470;Almera;23661
169;Almera;"4-deurs sedan";2000;2002;470;Almera;23658
168;Almera;"3-deurs hatchback";2000;2002;470;Almera;23654
171;Almera;"3-deurs hatchback";2002;2007;470;Almera;25329
172;Almera;"4-deurs sedan";2002;2007;470;Almera;23658
173;Almera;"5-deurs hatchback";2002;2007;470;Almera;25338
