id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
228;Primera;"4-deurs sedan";1990;1993;484;Primera;19663
229;Primera;"5-deurs hatchback";1990;1993;484;Primera;19666
231;Primera;"4-deurs sedan";1994;1996;484;Primera;20797
232;Primera;"5-deurs hatchback";1994;1996;484;Primera;20801
234;Primera;"4-deurs sedan";1996;1999;484;Primera;21462
235;Primera;"5-deurs hatchback";1996;1999;484;Primera;21466
238;Primera;"5-deurs hatchback";1999;2002;484;Primera;23007
237;Primera;"4-deurs sedan";1999;2002;484;Primera;23003
241;Primera;"5-deurs hatchback";2002;2004;484;Primera;25353
240;Primera;"4-deurs sedan";2002;2004;484;Primera;25345
244;Primera;"5-deurs hatchback";2004;2008;484;Primera;27587
243;Primera;"4-deurs sedan";2004;2008;484;Primera;27578
242;"Primera Estate";"5-deurs stationwagon";2002;2004;484;Primera;25359
245;"Primera Estate";"5-deurs stationwagon";2004;2008;484;Primera;27595
230;"Primera Wagon";"5-deurs stationwagon";1990;1993;484;Primera;19669
233;"Primera Wagon";"5-deurs stationwagon";1994;1997;484;Primera;0
236;"Primera Wagon";"5-deurs stationwagon";1998;1999;484;Primera;22398
239;"Primera Wagon";"5-deurs stationwagon";1999;2002;484;Primera;23010
