id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
927;9-3;"5-deurs hatchback";1998;2002;604;9-3;22523
925;"9-3 Cabriolet";"2-deurs cabriolet";1998;2003;604;9-3;22526
931;"9-3 Cabriolet";"2-deurs cabriolet";2003;2007;604;9-3;26585
2683;"9-3 Cabriolet";"2-deurs cabriolet";2007;2010;604;9-3;84572
3461;"9-3 Cabriolet";"2-deurs cabriolet";2010;2011;604;9-3;84572
3518;"9-3 Cabriolet";"2-deurs cabriolet";2011;2011;604;9-3;101819
926;"9-3 Coupe";"3-deurs coupe";1998;2002;604;9-3;22519
932;"9-3 Sport Estate";"5-deurs stationwagon";2005;2007;604;9-3;28848
2685;"9-3 Sport Estate";"5-deurs stationwagon";2007;2010;604;9-3;43127
3462;"9-3 Sport Estate";"5-deurs stationwagon";2010;2011;604;9-3;43127
3519;"9-3 Sport Estate";"5-deurs stationwagon";2011;2011;604;9-3;101812
929;"9-3 Sport Sedan";"4-deurs sedan";2002;2007;604;9-3;25540
2684;"9-3 Sport Sedan";"4-deurs sedan";2007;2010;604;9-3;43879
3463;"9-3 Sport Sedan";"4-deurs sedan";2010;2011;604;9-3;93786
3520;"9-3 Sport Sedan";"4-deurs sedan";2011;2011;604;9-3;101816
3186;9-3X;"5-deurs stationwagon";2009;2010;604;9-3;65577
3464;9-3X;"5-deurs stationwagon";2010;2011;604;9-3;65577
3521;9-3X;"5-deurs stationwagon";2011;2011;604;9-3;108280
