id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
2620;200-serie;"4-deurs sedan";1975;1985;406;200-serie;0
2623;200-serie;"4-deurs sedan";1985;1989;406;200-serie;0
2627;200-serie;"4-deurs sedan";1989;1993;406;200-serie;20380
2629;"200-serie Cabrio";"2-deurs cabriolet";1992;1993;406;200-serie;20146
2622;"200-serie Combi";"5-deurs stationwagon";1980;1986;406;200-serie;84685
2624;"200-serie Combi";"5-deurs stationwagon";1986;1989;406;200-serie;84684
2628;"200-serie Combi";"5-deurs stationwagon";1989;1993;406;200-serie;19489
2621;"200-serie Coupe";"2-deurs coupe";1977;1986;406;200-serie;84687
2625;"200-serie Coupe";"2-deurs coupe";1987;1989;406;200-serie;0
2626;"200-serie Coupe";"2-deurs coupe";1989;1993;406;200-serie;19486
