id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
2652;"CLK Cabriolet";"2-deurs cabriolet";1998;1999;411;CLK;22354
3889;"CLK Cabriolet";"2-deurs cabriolet";1999;2003;411;CLK-klasse;22965
2651;CLK-klasse;"2-deurs coupe";1997;1999;411;CLK-klasse;21833
2653;CLK-klasse;"2-deurs coupe";1999;2002;411;CLK-klasse;22959
2655;CLK-klasse;"2-deurs coupe";2002;2005;411;CLK-klasse;25234
2657;CLK-klasse;"2-deurs coupe";2005;2009;411;CLK-klasse;28398
3890;"CLK-klasse Cabriolet";"2-deurs cabriolet";1998;1999;411;CLK-klasse;22354
2654;"CLK-klasse Cabriolet";"2-deurs cabriolet";1999;2003;411;CLK-klasse;22965
2656;"CLK-klasse Cabriolet";"2-deurs coupe";2003;2005;411;CLK-klasse;26284
2658;"CLK-klasse Cabriolet";"2-deurs cabriolet";2005;2009;411;CLK-klasse;28409
