id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
8;S-klasse;"4-deurs sedan";1980;1985;418;S-klasse;0
11;S-klasse;"4-deurs sedan";1985;1991;418;S-klasse;0
12;S-klasse;"4-deurs sedan";1991;1993;418;S-klasse;20398
14;S-klasse;"4-deurs sedan";1993;1998;418;S-klasse;20453
15;S-klasse;"4-deurs sedan";1998;2002;418;S-klasse;22360
16;S-klasse;"4-deurs sedan";2002;2005;418;S-klasse;25275
17;S-klasse;"4-deurs sedan";2005;2009;418;S-klasse;28438
3136;S-klasse;"4-deurs sedan";2009;heden;418;S-klasse;80760
4002;S-klasse;"4-deurs sedan";2013;heden;418;S-klasse;149264
9;"S-klasse Coupe";"2-deurs coupe";1982;1985;418;S-klasse;0
10;"S-klasse Coupe";"2-deurs coupe";1985;1991;418;S-klasse;0
13;"S-klasse Coupe";"2-deurs coupe";1993;1996;418;S-klasse;20452
