id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
29;"SLR McLaren";"2-deurs coupe";2003;2008;421;"SLR McLaren";26299
2858;"SLR McLaren Roadster";"2-deurs cabriolet";2007;2009;421;"SLR McLaren";42252
