id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1263;Alto;"3-deurs hatchback";1981;1983;654;Alto;0
1265;Alto;"4-deurs hatchback";1981;1983;654;Alto;0
1267;Alto;"3-deurs hatchback";1983;1986;654;Alto;0
1269;Alto;"4-deurs hatchback";1983;1986;654;Alto;0
1271;Alto;"3-deurs hatchback";1986;1988;654;Alto;0
1273;Alto;"5-deurs hatchback";1986;1988;654;Alto;0
1277;Alto;"5-deurs hatchback";1988;1996;654;Alto;19381
1275;Alto;"3-deurs hatchback";1988;1993;654;Alto;19379
1279;Alto;"3-deurs hatchback";1994;2000;654;Alto;20889
1281;Alto;"5-deurs hatchback";1996;2000;654;Alto;21571
1283;Alto;"3-deurs hatchback";2000;2002;654;Alto;0
1284;Alto;"5-deurs hatchback";2000;2002;654;Alto;0
1285;Alto;"5-deurs hatchback";2002;2006;654;Alto;25595
3104;Alto;"5-deurs hatchback";2009;heden;654;Alto;67822
