id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1344;Swift;"3-deurs hatchback";1984;1986;663;Swift;0
1346;Swift;"5-deurs hatchback";1984;1986;663;Swift;0
1348;Swift;"3-deurs hatchback";1986;1989;663;Swift;0
1350;Swift;"5-deurs hatchback";1986;1989;663;Swift;0
1352;Swift;"3-deurs hatchback";1989;1991;663;Swift;0
1354;Swift;"5-deurs hatchback";1989;1991;663;Swift;0
1356;Swift;"4-deurs sedan";1990;1991;663;Swift;0
1363;Swift;"5-deurs hatchback";1991;1995;663;Swift;20020
1361;Swift;"4-deurs sedan";1991;1995;663;Swift;20018
1358;Swift;"3-deurs hatchback";1991;1995;663;Swift;20015
1367;Swift;"3-deurs hatchback";1995;1996;663;Swift;20015
1369;Swift;"4-deurs sedan";1995;1996;663;Swift;20018
1371;Swift;"5-deurs hatchback";1995;1996;663;Swift;20020
1373;Swift;"3-deurs hatchback";1996;2003;663;Swift;21577
1375;Swift;"5-deurs hatchback";1996;2002;663;Swift;21583
1377;Swift;"3-deurs hatchback";2005;2010;663;Swift;28987
1379;Swift;"5-deurs hatchback";2005;2010;663;Swift;28996
3401;Swift;"3-deurs hatchback";2010;heden;663;Swift;93873
3402;Swift;"5-deurs hatchback";2010;heden;663;Swift;91793
1365;"Swift Cabrio";"2-deurs cabriolet";1992;1995;663;Swift;20237
