id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
705;Virage;"2-deurs coupe";1989;1996;27;Virage;0
3760;Virage;"2-deurs coupe";2012;2012;27;Virage;124432
3761;"Virage Volante";"2-deurs cabriolet";2012;2012;27;Virage;124416
706;Volante;"2-deurs cabriolet";1991;1996;27;Virage;0
