id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
1218;C8;"4-deurs mpv";2002;heden;124;C8;24970
1220;C8;"5-deurs mpv";2002;2008;124;C8;24970
2881;C8;"5-deurs mpv";2008;2013;124;C8;50223
