id;pikk_mudel;mudeli_tyyp;alates;kuni;id_2;mudel;id_3
726;Laguna;"5-deurs hatchback";1994;1998;576;Laguna;20868
730;Laguna;"5-deurs hatchback";1998;2001;576;Laguna;22508
734;Laguna;"5-deurs hatchback";2001;2005;576;Laguna;24768
738;Laguna;"5-deurs hatchback";2005;2007;576;Laguna;28806
2797;Laguna;"5-deurs hatchback";2007;2010;576;Laguna;44774
3453;Laguna;"5-deurs hatchback";2010;2013;576;Laguna;93647
4012;Laguna;"5-deurs hatchback";2013;heden;576;Laguna;147575
728;"Laguna Break";"5-deurs stationwagon";1995;1998;576;Laguna;21210
732;"Laguna Break";"5-deurs stationwagon";1998;2001;576;Laguna;22512
3044;"Laguna Break";"5-deurs hatchback";1998;2001;576;Laguna;22512
3051;"Laguna Coupe";"3-deurs coupe";2008;2011;576;Laguna;103948
3612;"Laguna Coupe";"3-deurs coupe";2012;2013;576;Laguna;119721
4013;"Laguna Coupe";"3-deurs coupe";2013;heden;576;Laguna;147571
2798;"Laguna Estate";"5-deurs stationwagon";2007;2010;576;Laguna;44790
3454;"Laguna Estate";"5-deurs stationwagon";2010;2013;576;Laguna;93648
4014;"Laguna Estate";"5-deurs stationwagon";2013;heden;576;Laguna;147534
736;"Laguna Grand Tour";"5-deurs stationwagon";2001;2005;576;Laguna;24779
740;"Laguna Grand Tour";"5-deurs stationwagon";2005;2007;576;Laguna;28818
